site_id	site_name	wildcard_sub_id	lpi_id	spi_id	circle_no	circle_radius	plot_sampled	sampled_area	inventory_year	consistent_id_standign	consistent_id_lying	other	geom	slope	topo	expo	elev_center	elev_range
06-025	Kinzigaue	b	\N	15	1	17.84	Y	1000	2008	Y	Y	\N	POINT (4248118.075134623003644.77007052)	0	level	\N	107.969	\N
06-025	Kinzigaue	b	\N	16	1	17.84	Y	1000	2008	Y	Y	\N	POINT (4248217.074008513003643.4197721)	0	level	\N	107.931	\N
06-025	Kinzigaue	b	\N	17	1	17.84	Y	1000	2008	Y	Y	\N	POINT (4248317.072876053003642.05586715)	0	level	\N	108.044	\N
06-014	Kniebrecht	\N	\N	1	1	17.84	Y	500	1993	\N	\N	\N	POINT (4224848.133912252961138.45196602)	55	upper slope	W	260	\N
06-014	Kniebrecht	\N	\N	4	1	10	Y	314	1993	\N	\N	\N	POINT (4224855.771837022961334.34005088)	55	level	W	260	\N
06-014	Kniebrecht	\N	\N	5	1	17.84	Y	1000	1993	\N	\N	\N	POINT (4224955.760558272961331.96870495)	55	upper slope	W	295	\N
06-014	Kniebrecht	\N	\N	6	1	17.84	Y	500	1993	\N	\N	\N	POINT (4225060.749401832961329.52882454)	69	upper slope	N	280	\N
06-014	Kniebrecht	\N	\N	7	1	17.84	Y	1000	1993	\N	\N	\N	POINT (4224756.142419862961437.70284279)	79	valley	E	250	\N
06-014	Kniebrecht	\N	\N	8	1	17.84	Y	1000	1993	\N	\N	\N	POINT (4224859.144637912961436.29008751)	79	middle slope	NW	240	\N
06-014	Kniebrecht	\N	\N	9	1	17.84	Y	500	1993	\N	\N	\N	POINT (4224960.173742082961436.90436471)	79	upper slope	N	255	\N
06-014	Kniebrecht	\N	\N	10	1	17.84	Y	1000	1993	\N	\N	\N	POINT (4225064.122174472961431.47886332)	69	middle slope	NW	280	\N
06-014	Kniebrecht	\N	\N	11	1	17.84	Y	1000	1993	\N	\N	\N	POINT (4225161.13775752961431.1483042)	69	middle slope	NW	295	\N
06-014	Kniebrecht	\N	\N	12	1	17.84	Y	1000	1993	\N	\N	\N	POINT (4225256.126391612961428.84565354)	69	upper slope	NE	300	\N
06-014	Kniebrecht	\N	\N	13	1	17.84	Y	1000	1993	\N	\N	\N	POINT (4224763.421120542961532.59957214)	79	middle slope	NE	260	\N
06-014	Kniebrecht	\N	\N	14	1	17.84	Y	1000	1993	\N	\N	\N	POINT (4224862.436698692961532.24146244)	79	upper slope	W	225	\N
06-014	Kniebrecht	\N	\N	15	1	17.84	Y	1000	1993	\N	\N	\N	POINT (4224958.398389972961527.9254218)	44	upper slope	NW	230	\N
06-014	Kniebrecht	\N	\N	16	1	17.84	Y	500	1993	\N	\N	\N	POINT (4225059.454409872961530.53929854)	44	middle slope	W	260	\N
06-014	Kniebrecht	\N	\N	17	1	17.84	Y	1000	1993	\N	\N	\N	POINT (4225156.443062882961528.20917888)	69	middle slope	NE	280	\N
06-014	Kniebrecht	\N	\N	18	1	17.84	Y	1000	1993	\N	\N	\N	POINT (4225257.51256352961531.82291645)	69	middle slope	NW	280	\N
06-014	Kniebrecht	\N	\N	19	1	17.84	Y	1000	1993	\N	\N	\N	POINT (4225360.420624392961523.41191611)	69	middle slope	NE	240	\N
06-014	Kniebrecht	\N	\N	20	1	17.84	Y	500	1993	\N	\N	\N	POINT (4225456.422748912961522.0954081)	69	middle slope	SW	240	\N
06-014	Kniebrecht	\N	\N	21	1	10	Y	314	1993	\N	\N	\N	POINT (4224859.742100142961629.2749244)	44	valley	W	220	\N
06-014	Kniebrecht	\N	\N	22	1	10	Y	314	1993	\N	\N	\N	POINT (4224963.771242292961629.84805569)	44	middle slope	W	215	\N
06-014	Kniebrecht	\N	\N	23	1	17.84	Y	1000	1993	\N	\N	\N	POINT (4225064.786873852961629.46259667)	44	valley	N	220	\N
06-014	Kniebrecht	\N	\N	24	1	17.84	Y	1000	1993	\N	\N	\N	POINT (4225166.667956482961619.06567015)	69	middle slope	SW	260	\N
06-014	Kniebrecht	\N	\N	25	1	17.84	Y	1000	1993	\N	\N	\N	POINT (4225259.750729692961623.78890551)	44	valley	NE	240	\N
06-014	Kniebrecht	\N	\N	27	1	17.84	Y	500	1993	\N	\N	\N	POINT (4225061.092237942961726.50978422)	44	crest	NE	215	\N
06-014	Kniebrecht	\N	\N	28	1	17.84	Y	1000	1993	\N	\N	\N	POINT (4225161.094387762961725.1383002)	44	middle slope	N	220	\N
06-014	Kniebrecht	\N	\N	29	1	17.84	Y	1000	1993	\N	\N	\N	POINT (4224961.476327642961830.8723274)	44	lower slope	N	210	\N
06-014	Kniebrecht	\N	\N	1	1	17.84	Y	500	2018	Y	Y	\N	POINT (4224848.133912252961138.45196602)	55	upper slope	W	260	\N
06-014	Kniebrecht	\N	\N	4	1	10	Y	314	2018	Y	Y	\N	POINT (4224855.771837022961334.34005088)	55	level	W	260	\N
06-014	Kniebrecht	\N	\N	5	1	17.84	Y	1000	2018	Y	Y	\N	POINT (4224955.760558272961331.96870495)	55	upper slope	W	295	\N
06-014	Kniebrecht	\N	\N	6	1	17.84	Y	500	2018	Y	Y	\N	POINT (4225060.749401832961329.52882454)	69	upper slope	N	280	\N
06-014	Kniebrecht	\N	\N	7	1	17.84	Y	1000	2018	Y	Y	\N	POINT (4224756.142419862961437.70284279)	79	valley	E	250	\N
06-014	Kniebrecht	\N	\N	8	1	17.84	Y	1000	2018	Y	Y	\N	POINT (4224859.144637912961436.29008751)	79	middle slope	NW	240	\N
06-014	Kniebrecht	\N	\N	9	1	17.84	Y	500	2018	Y	Y	\N	POINT (4224960.173742082961436.90436471)	79	upper slope	N	255	\N
06-014	Kniebrecht	\N	\N	10	1	17.84	Y	1000	2018	Y	Y	\N	POINT (4225064.122174472961431.47886332)	69	middle slope	NW	280	\N
06-014	Kniebrecht	\N	\N	11	1	17.84	Y	1000	2018	Y	Y	\N	POINT (4225161.13775752961431.1483042)	69	middle slope	NW	295	\N
06-014	Kniebrecht	\N	\N	12	1	17.84	Y	1000	2018	Y	Y	\N	POINT (4225256.126391612961428.84565354)	69	upper slope	NE	300	\N
06-014	Kniebrecht	\N	\N	13	1	17.84	Y	1000	2018	Y	Y	\N	POINT (4224763.421120542961532.59957214)	79	middle slope	NE	260	\N
06-014	Kniebrecht	\N	\N	14	1	17.84	Y	1000	2018	Y	Y	\N	POINT (4224862.436698692961532.24146244)	79	upper slope	W	225	\N
06-014	Kniebrecht	\N	\N	15	1	17.84	Y	1000	2018	Y	Y	\N	POINT (4224958.398389972961527.9254218)	44	upper slope	NW	230	\N
06-014	Kniebrecht	\N	\N	16	1	17.84	Y	500	2018	Y	Y	\N	POINT (4225059.454409872961530.53929854)	44	middle slope	W	260	\N
06-014	Kniebrecht	\N	\N	17	1	17.84	Y	1000	2018	Y	Y	\N	POINT (4225156.443062882961528.20917888)	69	middle slope	NE	280	\N
06-014	Kniebrecht	\N	\N	18	1	17.84	Y	1000	2018	Y	Y	\N	POINT (4225257.51256352961531.82291645)	69	middle slope	NW	280	\N
06-014	Kniebrecht	\N	\N	19	1	17.84	Y	1000	2018	Y	Y	\N	POINT (4225360.420624392961523.41191611)	69	middle slope	NE	240	\N
06-014	Kniebrecht	\N	\N	20	1	17.84	Y	500	2018	Y	Y	\N	POINT (4225456.422748912961522.0954081)	69	middle slope	SW	240	\N
06-014	Kniebrecht	\N	\N	21	1	10	Y	314	2018	Y	Y	\N	POINT (4224859.742100142961629.2749244)	44	valley	W	220	\N
06-014	Kniebrecht	\N	\N	22	1	10	Y	314	2018	Y	Y	\N	POINT (4224963.771242292961629.84805569)	44	middle slope	W	215	\N
06-014	Kniebrecht	\N	\N	23	1	17.84	Y	1000	2018	Y	Y	\N	POINT (4225064.786873852961629.46259667)	44	valley	N	220	\N
06-014	Kniebrecht	\N	\N	24	1	17.84	Y	1000	2018	Y	Y	\N	POINT (4225166.667956482961619.06567015)	69	middle slope	SW	260	\N
06-014	Kniebrecht	\N	\N	25	1	17.84	Y	1000	2018	Y	Y	\N	POINT (4225259.750729692961623.78890551)	44	valley	NE	240	\N
06-014	Kniebrecht	\N	\N	27	1	17.84	Y	500	2018	Y	Y	\N	POINT (4225061.092237942961726.50978422)	44	crest	NE	215	\N
06-014	Kniebrecht	\N	\N	28	1	17.84	Y	1000	2018	Y	Y	\N	POINT (4225161.094387762961725.1383002)	44	middle slope	N	220	\N
06-014	Kniebrecht	\N	\N	29	1	17.84	Y	1000	2018	Y	Y	\N	POINT (4224961.476327642961830.8723274)	44	lower slope	N	210	\N
03-046	Koenigsbuche	\N	1	\N	\N	\N	Y	10000	1974	\N	\N	\N	POINT (4344577.08287104 3163580.47606585)	9.7	lower slope	S	272	\N
03-046	Koenigsbuche	\N	1	\N	\N	\N	Y	10000	1996	Y	N	\N	POINT (4344577.08287104 3163580.47606585)	9.7	lower slope	S	272	\N
03-046	Koenigsbuche	\N	1	\N	\N	\N	Y	10000	2006	Y	Y	\N	POINT (4344577.08287104 3163580.47606585)	9.7	lower slope	S	272	\N
03-046	Koenigsbuche	\N	1	\N	\N	\N	Y	10000	2021	Y	Y	\N	POINT (4344577.08287104 3163580.47606585)	9.7	lower slope	S	272	\N
06-013	Kreuzberg	a	\N	28	1	10	Y	314	1990	\N	\N	\N	POINT (4197764.121778883051090.85581872)	17	upper slope	S	347.45401	\N
06-013	Kreuzberg	a	\N	32	1	10	Y	314	1990	\N	\N	\N	POINT (4197765.494226453051191.84269151)	19	upper slope	S	365.91199	\N
06-013	Kreuzberg	a	\N	49	1	17.84	Y	1000	1990	\N	\N	\N	POINT (4197177.933005413051594.96730122)	17	middle slope	W	310.466	\N
06-013	Kreuzberg	a	\N	55	1	17.84	Y	1000	1990	\N	\N	\N	POINT (4197275.293966793051694.63054804)	12	middle slope	W	326.32599	\N
06-013	Kreuzberg	a	\N	28	1	10	Y	314	2010	Y	Y	\N	POINT (4197764.121778883051090.85581872)	17	upper slope	S	347.45401	\N
06-013	Kreuzberg	a	\N	32	1	10	Y	314	2010	Y	Y	\N	POINT (4197765.494226453051191.84269151)	19	upper slope	S	365.91199	\N
06-013	Kreuzberg	a	\N	49	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4197177.933005413051594.96730122)	17	middle slope	W	310.466	\N
06-013	Kreuzberg	a	\N	55	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4197275.293966793051694.63054804)	12	middle slope	W	326.32599	\N
06-013	Kreuzberg	b	\N	22	1	17.84	Y	1000	1990	\N	\N	\N	POINT (4197765.839625543051290.843619)	22	crest	SE	382.21799	\N
06-013	Kreuzberg	b	\N	24	1	17.84	Y	1000	1990	\N	\N	\N	POINT (4197668.210323113051392.19553275)	13	crest	SW	397.32999	\N
06-013	Kreuzberg	b	\N	78	1	17.84	Y	1000	1990	\N	\N	\N	POINT (4197669.914654813051591.18350007)	30	crest	NW	392.69699	\N
06-013	Kreuzberg	b	\N	22	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4197765.839625543051290.843619)	22	crest	SE	382.21799	\N
06-013	Kreuzberg	b	\N	24	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4197668.210323113051392.19553275)	13	crest	SW	397.32999	\N
06-013	Kreuzberg	b	\N	78	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4197669.914654813051591.18350007)	30	crest	NW	392.69699	\N
06-013	Kreuzberg	c	\N	12	1	17.84	Y	1000	1990	\N	\N	\N	POINT (4197570.912921273051591.54853768)	12	upper slope	W	375.896	\N
06-013	Kreuzberg	c	\N	13	1	17.84	Y	1000	1990	\N	\N	\N	POINT (4197569.567597143051492.56138415)	23	upper slope	SW	373.77301	\N
06-013	Kreuzberg	c	\N	14	1	17.84	Y	1000	1990	\N	\N	\N	POINT (4197569.194984733051391.5607111)	28	upper slope	W	375.078	\N
06-013	Kreuzberg	c	\N	15	1	17.84	Y	1000	1990	\N	\N	\N	POINT (4197568.835971153051291.5599162)	32	upper slope	SW	365.35001	\N
06-013	Kreuzberg	c	\N	16	1	10	Y	314	1990	\N	\N	\N	POINT (4197567.490675653051192.5727865)	19	upper slope	SW	352.06299	\N
06-013	Kreuzberg	c	\N	17	1	10	Y	314	1990	\N	\N	\N	POINT (4197568.131561953051092.55822016)	20	middle slope	SW	336.28	\N
06-013	Kreuzberg	c	\N	18	1	10	Y	157	1990	\N	\N	\N	POINT (4197470.488690933051192.91029462)	20	middle slope	W	337.81201	\N
06-013	Kreuzberg	c	\N	19	1	17.84	Y	500	1990	\N	\N	\N	POINT (4197273.498728913051194.62661312)	17	middle slope	SW	303.496	\N
06-013	Kreuzberg	c	\N	20	1	17.84	Y	1000	1990	\N	\N	\N	POINT (4197175.496923263051194.97797862)	14	middle slope	W	291.79001	\N
06-013	Kreuzberg	c	\N	21	1	17.84	Y	1000	1990	\N	\N	\N	POINT (4197667.851317523051292.19473243)	27	upper slope	S	380.67999	\N
06-013	Kreuzberg	c	\N	23	1	10	Y	157	1990	\N	\N	\N	POINT (4197863.841542023051290.49239893)	16	crest	SE	375.09799	\N
06-013	Kreuzberg	c	\N	25	1	17.84	Y	1000	1990	\N	\N	\N	POINT (4197766.198623043051390.8444245)	17	upper slope	E	390.465	\N
06-013	Kreuzberg	c	\N	26	1	10	Y	314	1990	\N	\N	\N	POINT (4197666.47885233051191.20785711)	18	upper slope	SW	363.37201	\N
06-013	Kreuzberg	c	\N	27	1	17.84	Y	1000	1990	\N	\N	\N	POINT (4197667.119746993051091.19328575)	23	upper slope	S	344.53799	\N
06-013	Kreuzberg	c	\N	29	1	10	Y	314	1990	\N	\N	\N	POINT (4197863.110003873051089.49093125)	18	upper slope	S	342.936	\N
06-013	Kreuzberg	c	\N	30	1	10	Y	314	1990	\N	\N	\N	POINT (4197962.125425793051090.12580768)	18	upper slope	SE	337.05499	\N
06-013	Kreuzberg	c	\N	31	1	10	Y	314	1990	\N	\N	\N	POINT (4197863.482562293051190.49159613)	17	upper slope	S	361.08801	\N
06-013	Kreuzberg	c	\N	33	1	10	Y	314	1990	\N	\N	\N	POINT (4197763.762810593050990.85503716)	16	middle slope	S	328.19199	\N
06-013	Kreuzberg	c	\N	34	1	10	Y	314	1990	\N	\N	\N	POINT (4197861.778339263050991.50367107)	18	upper slope	S	326.96399	\N
06-013	Kreuzberg	c	\N	35	1	10	Y	314	1990	\N	\N	\N	POINT (4197960.780180533050991.13867198)	19	upper slope	SE	321.522	\N
06-013	Kreuzberg	c	\N	37	1	17.84	Y	1000	1990	\N	\N	\N	POINT (4197471.847583043051292.89728887)	20	upper slope	SW	348.16599	\N
06-013	Kreuzberg	c	\N	38	1	17.84	Y	1000	1990	\N	\N	\N	POINT (4197371.859574453051294.27604735)	18	middle slope	SW	331.30399	\N
06-013	Kreuzberg	c	\N	39	1	17.84	Y	1000	1990	\N	\N	\N	POINT (4197274.85763683051294.61359627)	19	middle slope	W	312.147	\N
06-013	Kreuzberg	c	\N	41	1	17.84	Y	1000	1990	\N	\N	\N	POINT (4197177.214884713051394.9657299)	19	middle slope	W	300.659	\N
06-013	Kreuzberg	c	\N	42	1	17.84	Y	1000	1990	\N	\N	\N	POINT (4197275.203085343051393.61450541)	17	middle slope	SW	316.95401	\N
06-013	Kreuzberg	c	\N	43	1	17.84	Y	1000	1990	\N	\N	\N	POINT (4197373.204895053051393.26317408)	24	middle slope	W	337.33099	\N
06-013	Kreuzberg	c	\N	44	1	17.84	Y	1000	1990	\N	\N	\N	POINT (4197471.193135453051391.91199595)	19	upper slope	SW	353.79501	\N
06-013	Kreuzberg	c	\N	45	1	17.84	Y	1000	1990	\N	\N	\N	POINT (4197471.565755943051492.91266364)	15	upper slope	W	359.789	\N
06-013	Kreuzberg	c	\N	47	1	17.84	Y	1000	1990	\N	\N	\N	POINT (4197276.575601673051494.60137457)	19	middle slope	W	321.94299	\N
06-013	Kreuzberg	c	\N	48	1	17.84	Y	1000	1990	\N	\N	\N	POINT (4197176.574060783051494.98029966)	18	middle slope	W	305.35501	\N
06-013	Kreuzberg	c	\N	50	1	17.84	Y	1000	1990	\N	\N	\N	POINT (4197275.934779283051594.61595739)	15	middle slope	W	326.009	\N
06-013	Kreuzberg	c	\N	51	1	17.84	Y	1000	1990	\N	\N	\N	POINT (4197373.92298363051593.26476663)	20	upper slope	W	344.22198	\N
06-013	Kreuzberg	c	\N	52	1	17.84	Y	1000	1990	\N	\N	\N	POINT (4197471.911207833051591.91359899)	16	upper slope	W	364.604	\N
06-013	Kreuzberg	c	\N	53	1	17.84	Y	500	1990	\N	\N	\N	POINT (4197473.283727853051692.90049548)	18	upper slope	W	368.297	\N
06-013	Kreuzberg	c	\N	54	1	17.84	Y	500	1990	\N	\N	\N	POINT (4197374.282042493051693.26557482)	27	middle slope	W	344.186	\N
06-013	Kreuzberg	c	\N	79	1	17.84	Y	1000	1990	\N	\N	\N	POINT (4197767.902938853051589.83240239)	4	plateau	NE	391.091	\N
06-013	Kreuzberg	c	\N	80	1	17.84	Y	1000	1990	\N	\N	\N	POINT (4197667.555869033051491.21025766)	4	plateau	N	394.43799	\N
06-013	Kreuzberg	c	\N	81	1	17.84	Y	1000	1990	\N	\N	\N	POINT (4197766.55763033051490.84523797)	6	crest	E	392.487	\N
06-013	Kreuzberg	c	\N	12	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4197570.912921273051591.54853768)	12	upper slope	W	375.896	\N
06-013	Kreuzberg	c	\N	13	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4197569.567597143051492.56138415)	23	upper slope	SW	373.77301	\N
06-013	Kreuzberg	c	\N	14	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4197569.194984733051391.5607111)	28	upper slope	W	375.078	\N
06-013	Kreuzberg	c	\N	15	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4197568.835971153051291.5599162)	32	upper slope	SW	365.35001	\N
06-013	Kreuzberg	c	\N	16	1	10	Y	314	2010	Y	Y	\N	POINT (4197567.490675653051192.5727865)	19	upper slope	SW	352.06299	\N
06-013	Kreuzberg	c	\N	17	1	10	Y	314	2010	Y	Y	\N	POINT (4197568.131561953051092.55822016)	20	middle slope	SW	336.28	\N
06-013	Kreuzberg	c	\N	18	1	10	Y	157	2010	Y	Y	\N	POINT (4197470.488690933051192.91029462)	20	middle slope	W	337.81201	\N
06-013	Kreuzberg	c	\N	19	1	17.84	Y	500	2010	Y	Y	\N	POINT (4197273.498728913051194.62661312)	17	middle slope	SW	303.496	\N
06-013	Kreuzberg	c	\N	20	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4197175.496923263051194.97797862)	14	middle slope	W	291.79001	\N
06-013	Kreuzberg	c	\N	21	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4197667.851317523051292.19473243)	27	upper slope	S	380.67999	\N
06-013	Kreuzberg	c	\N	23	1	10	Y	157	2010	Y	Y	\N	POINT (4197863.841542023051290.49239893)	16	crest	SE	375.09799	\N
06-013	Kreuzberg	c	\N	25	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4197766.198623043051390.8444245)	17	upper slope	E	390.465	\N
06-013	Kreuzberg	c	\N	26	1	10	Y	314	2010	Y	Y	\N	POINT (4197666.47885233051191.20785711)	18	upper slope	SW	363.37201	\N
06-013	Kreuzberg	c	\N	27	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4197667.119746993051091.19328575)	23	upper slope	S	344.53799	\N
06-013	Kreuzberg	c	\N	29	1	10	Y	314	2010	Y	Y	\N	POINT (4197863.110003873051089.49093125)	18	upper slope	S	342.936	\N
06-013	Kreuzberg	c	\N	30	1	10	Y	314	2010	Y	Y	\N	POINT (4197962.125425793051090.12580768)	18	upper slope	SE	337.05499	\N
06-013	Kreuzberg	c	\N	31	1	10	Y	314	2010	Y	Y	\N	POINT (4197863.482562293051190.49159613)	17	upper slope	S	361.08801	\N
06-013	Kreuzberg	c	\N	33	1	10	Y	314	2010	Y	Y	\N	POINT (4197763.762810593050990.85503716)	16	middle slope	S	328.19199	\N
06-013	Kreuzberg	c	\N	34	1	10	Y	314	2010	Y	Y	\N	POINT (4197861.778339263050991.50367107)	18	upper slope	S	326.96399	\N
06-013	Kreuzberg	c	\N	35	1	10	Y	314	2010	Y	Y	\N	POINT (4197960.780180533050991.13867198)	19	upper slope	SE	321.522	\N
06-013	Kreuzberg	c	\N	37	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4197471.847583043051292.89728887)	20	upper slope	SW	348.16599	\N
06-013	Kreuzberg	c	\N	38	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4197371.859574453051294.27604735)	18	middle slope	SW	331.30399	\N
06-013	Kreuzberg	c	\N	39	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4197274.85763683051294.61359627)	19	middle slope	W	312.147	\N
06-013	Kreuzberg	c	\N	41	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4197177.214884713051394.9657299)	19	middle slope	W	300.659	\N
06-013	Kreuzberg	c	\N	42	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4197275.203085343051393.61450541)	17	middle slope	SW	316.95401	\N
06-013	Kreuzberg	c	\N	43	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4197373.204895053051393.26317408)	24	middle slope	W	337.33099	\N
06-013	Kreuzberg	c	\N	44	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4197471.193135453051391.91199595)	19	upper slope	SW	353.79501	\N
06-013	Kreuzberg	c	\N	45	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4197471.565755943051492.91266364)	15	upper slope	W	359.789	\N
06-013	Kreuzberg	c	\N	47	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4197276.575601673051494.60137457)	19	middle slope	W	321.94299	\N
06-013	Kreuzberg	c	\N	48	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4197176.574060783051494.98029966)	18	middle slope	W	305.35501	\N
06-013	Kreuzberg	c	\N	50	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4197275.934779283051594.61595739)	15	middle slope	W	326.009	\N
06-013	Kreuzberg	c	\N	51	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4197373.92298363051593.26476663)	20	upper slope	W	344.22198	\N
06-013	Kreuzberg	c	\N	52	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4197471.911207833051591.91359899)	16	upper slope	W	364.604	\N
06-013	Kreuzberg	c	\N	53	1	17.84	Y	500	2010	Y	Y	\N	POINT (4197473.283727853051692.90049548)	18	upper slope	W	368.297	\N
06-013	Kreuzberg	c	\N	54	1	17.84	Y	500	2010	Y	Y	\N	POINT (4197374.282042493051693.26557482)	27	middle slope	W	344.186	\N
06-013	Kreuzberg	c	\N	79	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4197767.902938853051589.83240239)	4	plateau	NE	391.091	\N
06-013	Kreuzberg	c	\N	80	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4197667.555869033051491.21025766)	4	plateau	N	394.43799	\N
06-013	Kreuzberg	c	\N	81	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4197766.55763033051490.84523797)	6	crest	E	392.487	\N
06-013	Kreuzberg	d	\N	40	1	17.84	Y	1000	1990	\N	\N	\N	POINT (4197175.842370173051293.97887453)	16	middle slope	SW	294.65601	\N
06-013	Kreuzberg	d	\N	46	1	17.84	Y	1000	1990	\N	\N	\N	POINT (4197374.563814283051493.25017878)	22	middle slope	W	341.51401	\N
06-013	Kreuzberg	d	\N	40	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4197175.842370173051293.97887453)	16	middle slope	SW	294.65601	\N
06-013	Kreuzberg	d	\N	46	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4197374.563814283051493.25017878)	22	middle slope	W	341.51401	\N
03-026	Landwehr	\N	1	\N	\N	\N	Y	14800	1972	\N	\N	\N	POINT (4405833.51661511 3330189.27601422)	0.8	level	SW	29	\N
03-026	Landwehr	\N	1	\N	\N	\N	Y	14800	1996	Y	N	\N	POINT (4405833.51661511 3330189.27601422)	0.8	level	SW	29	\N
03-026	Landwehr	\N	1	\N	\N	\N	Y	14800	2015	Y	Y	\N	POINT (4405833.51661511 3330189.27601422)	0.8	level	SW	29	\N
03-026	Landwehr	\N	1	\N	\N	\N	Y	14800	2022	Y	Y	\N	POINT (4405833.51661511 3330189.27601422)	0.8	level	SW	29	\N
06-031	Langenstuettig	a	\N	3	1	17.84	Y	1000	2000	\N	\N	\N	POINT (4322778.749417453049415.20179193)	16	middle slope	W	570.53802	\N
06-031	Langenstuettig	a	\N	5	1	10	Y	314	2000	\N	\N	\N	POINT (4323571.017426433049504.51809924)	8	upper slope	SW	668.49902	\N
06-031	Langenstuettig	a	\N	6	1	10	Y	314	2000	\N	\N	\N	POINT (4323471.798321623049488.85610359)	14	upper slope	SW	662.89899	\N
06-031	Langenstuettig	a	\N	10	1	10	Y	314	2000	\N	\N	\N	POINT (4322979.077836113049512.49850518)	21	middle slope	W	603.19897	\N
06-031	Langenstuettig	a	\N	11	1	17.84	Y	1000	2000	\N	\N	\N	POINT (4322879.08797873049513.84663207)	17	middle slope	W	585.974	\N
06-031	Langenstuettig	a	\N	18	1	17.84	Y	1000	2000	\N	\N	\N	POINT (4323177.40637223049609.8222159)	13	upper slope	W	641.40302	\N
06-031	Langenstuettig	a	\N	19	1	17.84	Y	1000	2000	\N	\N	\N	POINT (4323078.416456473049611.1568307)	17	middle slope	W	624.49701	\N
06-031	Langenstuettig	a	\N	20	1	10	Y	314	2000	\N	\N	\N	POINT (4322979.426523283049612.49146964)	27	middle slope	W	611.62	\N
06-031	Langenstuettig	a	\N	21	1	17.84	Y	1000	2000	\N	\N	\N	POINT (4322879.436674063049613.83961432)	24	middle slope	W	588.32001	\N
06-031	Langenstuettig	a	\N	23	1	17.84	Y	1000	2000	\N	\N	\N	POINT (4322680.44333513049615.52270015)	18	middle slope	W	559.63702	\N
06-031	Langenstuettig	a	\N	24	1	17.84	Y	1000	2000	\N	\N	\N	POINT (4323178.75495863049709.80167238)	5	upper slope	S	651.64203	\N
06-031	Langenstuettig	a	\N	25	1	17.84	Y	1000	2000	\N	\N	\N	POINT (4323078.765153013049711.14978585)	25	middle slope	W	634.31201	\N
06-031	Langenstuettig	a	\N	26	1	17.84	Y	1000	2000	\N	\N	\N	POINT (4322979.775227913049712.48444242)	18	middle slope	W	612.54797	\N
06-031	Langenstuettig	a	\N	27	1	17.84	Y	1000	2000	\N	\N	\N	POINT (4322880.771799183049712.81932801)	16	middle slope	SW	592.93103	\N
06-031	Langenstuettig	a	\N	28	1	17.84	Y	1000	2000	\N	\N	\N	POINT (4322780.781940473049714.16751468)	15	middle slope	SW	581.03802	\N
06-031	Langenstuettig	a	\N	29	1	17.84	Y	1000	2000	\N	\N	\N	POINT (4322681.791962883049715.50224375)	12	middle slope	W	570.37	\N
06-031	Langenstuettig	a	\N	31	1	17.84	Y	500	2000	\N	\N	\N	POINT (4322981.150820853049814.4635319)	17	middle slope	SW	617.30603	\N
06-031	Langenstuettig	a	\N	34	1	17.84	Y	1000	2000	\N	\N	\N	POINT (4322681.154296963049816.50855567)	15	middle slope	W	580.13	\N
06-031	Langenstuettig	a	\N	35	1	17.84	Y	1000	2000	\N	\N	\N	POINT (4322583.164208973049817.82984419)	15	middle slope	S	568.45697	\N
06-031	Langenstuettig	a	\N	3	1	17.84	Y	1000	2012	Y	Y	\N	POINT (4322778.749417453049415.20179193)	16	middle slope	W	570.53802	\N
06-031	Langenstuettig	a	\N	5	1	10	Y	314	2012	Y	Y	\N	POINT (4323571.017426433049504.51809924)	8	upper slope	SW	668.49902	\N
06-031	Langenstuettig	a	\N	6	1	10	Y	314	2012	Y	Y	\N	POINT (4323471.798321623049488.85610359)	14	upper slope	SW	662.89899	\N
